term_str,n,p,i,h,df,idf,dfidf,n_chars,ngram_length,porter_stem,max_pos,max_pos_group,n_pos,cat_pos,n_pos_group,cat_pos_group,stop,tfidf_mean,dp,di,dh,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,sentiment
deny,56,1.3391785287593371e-05,16.188292172186177,0.00021679013294274578,38,2.3370349872775704,88.80732951654768,4,1,deni,NN,NOUN,1,NN,1,NOUN,0,1.1697032177798288,0.19791666666666666,2.337034987277571,0.46253817456535257,1,0,0,0,0,1,0,0,0,0,-1
denying,4,9.56556091970955e-07,19.995647094243783,1.9126958040900216e-05,4,5.584962500721156,22.339850002884624,7,1,deni,VB,VERB,2,NNP|VB,2,NOUN|VERB,0,2.794395098232739,0.020833333333333332,5.584962500721156,0.11635338543169074,0,1,0,0,0,1,0,0,0,0,-1
depart,26,6.2176145978112084e-06,17.29520737610269,0.00010753493385382819,19,3.3370349872775704,63.40366475827384,6,1,depart,NN,NOUN,1,NN,1,NOUN,0,1.669823280872668,0.09895833333333333,3.337034987277571,0.3302274206160096,0,1,0,0,0,0,0,1,0,0,0
departed,3,7.174170689782163e-07,20.410684593522628,1.464297351692384e-05,3,6.0,18.0,8,1,depart,VB,VERB,1,VB,1,VERB,0,3.002088097241432,0.015625,6.0,0.09375,0,0,0,0,0,1,0,1,0,0,-1
departure,25,5.9784755748184694e-06,17.35179090446906,0.00010373725810172555,22,3.1255308820838588,68.76167940584489,9,1,departur,NN,NOUN,2,NN|NNP,1,NOUN,0,1.5639982642093688,0.11458333333333333,3.125530882083859,0.3581337469054422,0,0,0,0,0,1,0,1,0,0,-1
depend,56,1.3391785287593371e-05,16.188292172186177,0.00021679013294274578,42,2.192645077942396,92.09109327358063,6,1,depend,NN,NOUN,1,NN,1,NOUN,0,1.097288273476616,0.21875,2.192645077942396,0.4796411107998991,0,1,0,0,0,0,0,0,0,1,0
dependence,16,3.82622436788382e-06,17.995647094243783,6.885538342783323e-05,11,4.125530882083859,45.380839702922444,10,1,depend,NN,NOUN,1,NN,1,NOUN,0,2.0642644989387797,0.057291666666666664,4.125530882083859,0.23635854011938773,0,0,0,1,0,1,0,1,0,0,-1
dependent,50,1.1956951149636939e-05,16.35179090446906,0.00019551756505381416,29,2.726981505593584,79.08246366221394,9,1,depend,NN,NOUN,2,NN|NNP,1,NOUN,0,1.3646411980875834,0.15104166666666666,2.726981505593584,0.4118878315740309,0,0,0,0,0,1,1,0,0,1,0
deport,2,4.782780459854775e-07,20.995647094243783,1.0041757066435586e-05,2,6.584962500721156,13.169925001442312,6,1,deport,NN,NOUN,1,NN,1,NOUN,0,3.294732787511849,0.010416666666666666,6.584962500721156,0.06859335938251204,0,0,0,1,0,1,0,1,0,0,-1
deportation,26,6.2176145978112084e-06,17.29520737610269,0.00010753493385382819,20,3.263034405833794,65.26068811667588,11,1,deport,NN,NOUN,2,NN|NNP,1,NOUN,0,1.6327516812963117,0.10416666666666667,3.263034405833794,0.3398994172743535,1,0,0,1,0,1,0,1,0,0,-1
depraved,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,8,1,deprav,VB,VERB,1,VB,1,VERB,0,3.795034728814654,0.005208333333333333,7.584962500721156,0.03950501302458935,1,1,1,1,0,1,0,1,0,0,-1
depreciation,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,12,1,depreci,NN,NOUN,1,NN,1,NOUN,0,3.7950138134882234,0.005208333333333333,7.584962500721156,0.03950501302458935,0,0,0,1,0,1,0,0,0,0,-1
depressed,2,4.782780459854775e-07,20.995647094243783,1.0041757066435586e-05,1,7.584962500721156,7.584962500721156,9,1,depress,VB,VERB,1,VB,1,VERB,0,3.795022131409592,0.005208333333333333,7.584962500721156,0.03950501302458935,1,0,0,1,0,1,0,1,0,0,-1
deprivation,223,5.3328002127380745e-05,14.194747194323478,0.0007569775085765143,87,1.142019004872428,99.35565342390123,11,1,depriv,NN,NOUN,2,NN|NNP,1,NOUN,0,0.5719713957370869,0.453125,1.142019004872428,0.5174773615828189,1,0,1,1,0,1,0,1,0,0,-1
depth,4,9.56556091970955e-07,19.995647094243783,1.9126958040900216e-05,4,5.584962500721156,22.339850002884624,5,1,depth,NN,NOUN,1,NN,1,NOUN,0,2.7944014381202273,0.020833333333333332,5.584962500721156,0.11635338543169074,0,0,0,0,0,0,1,0,0,1,1
derogation,71,1.6978870632484454e-05,15.845899974739101,0.0002690454857263839,35,2.4556794837761897,85.94878193216664,10,1,derog,NN,NOUN,2,NN|NNP,1,NOUN,0,1.2290453991433397,0.18229166666666666,2.4556794837761897,0.44764990589670123,1,0,1,1,0,1,0,1,0,0,-1
derogatory,4,9.56556091970955e-07,19.995647094243783,1.9126958040900216e-05,4,5.584962500721156,22.339850002884624,10,1,derogatori,NN,NOUN,2,NN|NNP,1,NOUN,0,2.794383855153203,0.020833333333333332,5.584962500721156,0.11635338543169074,1,0,1,1,0,1,0,1,0,0,-1
descent,108,2.582701448321579e-05,15.240759592080314,0.00039362331871986827,36,2.415037499278844,86.94134997403839,7,1,descent,NN,NOUN,2,NN|NNP,1,NOUN,0,1.2089066784657745,0.1875,2.415037499278844,0.45281953111478324,0,0,0,1,0,0,0,1,0,0,0
desecration,4,9.56556091970955e-07,19.995647094243783,1.9126958040900216e-05,4,5.584962500721156,22.339850002884624,11,1,desecr,NN,NOUN,2,NN|NNP,1,NOUN,0,2.7943928530164484,0.020833333333333332,5.584962500721156,0.11635338543169074,1,0,1,1,0,1,0,1,0,0,-1
deserted,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,8,1,desert,VB,VERB,1,VB,1,VERB,0,3.7950166660926072,0.005208333333333333,7.584962500721156,0.03950501302458935,1,0,1,1,0,1,0,1,0,0,-1
deserve,7,1.6739731609491714e-06,19.188292172186177,3.212068610069074e-05,6,5.0,30.0,7,1,deserv,NN,NOUN,1,NN,1,NOUN,0,2.5017407244617442,0.03125,5.0,0.15625,1,1,0,0,0,0,1,0,0,1,1
desist,7,1.6739731609491714e-06,19.188292172186177,3.212068610069074e-05,5,5.2630344058337934,26.315172029168966,6,1,desist,NN,NOUN,1,NN,1,NOUN,0,2.6333434894406467,0.026041666666666668,5.2630344058337934,0.1370581876519217,1,0,1,0,0,1,0,0,0,0,-1
despotic,3,7.174170689782163e-07,20.410684593522628,1.464297351692384e-05,1,7.584962500721156,7.584962500721156,8,1,despot,NN,NOUN,1,NN,1,NOUN,0,3.7950667321000613,0.005208333333333333,7.584962500721156,0.03950501302458935,0,0,0,1,0,1,0,0,0,0,-1
despotism,3,7.174170689782163e-07,20.410684593522628,1.464297351692384e-05,3,6.0,18.0,9,1,despot,NN,NOUN,1,NN,1,NOUN,0,3.002113618157517,0.015625,6.0,0.09375,1,0,1,1,0,1,0,1,0,0,-1
destination,19,4.543641436862037e-06,17.747719580800197,8.063927409713152e-05,12,4.0,48.0,11,1,destin,NN,NOUN,1,NN,1,NOUN,0,2.001454165059177,0.0625,4.0,0.25,0,1,0,1,1,0,1,1,1,0,1
destitute,7,1.6739731609491714e-06,19.188292172186177,3.212068610069074e-05,6,5.0,30.0,9,1,destitut,NN,NOUN,1,NN,1,NOUN,0,2.5017231492078515,0.03125,5.0,0.15625,0,0,0,1,0,1,0,1,0,0,-1
destroyed,10,2.3913902299273877e-06,18.67371899935642,4.465614917147038e-05,8,4.584962500721156,36.67970000576925,9,1,destroi,VB,VERB,1,VB,1,VERB,0,2.2940773179747036,0.041666666666666664,4.584962500721156,0.19104010419671483,1,0,0,1,0,1,0,1,0,0,-1
destroying,7,1.6739731609491714e-06,19.188292172186177,3.212068610069074e-05,6,5.0,30.0,10,1,destroi,VB,VERB,2,NNP|VB,2,NOUN|VERB,0,2.501728465664392,0.03125,5.0,0.15625,1,0,0,1,0,1,0,1,0,0,-1
destruction,41,9.80469994270229e-06,16.6380950896257,0.00016313152997192836,27,2.8300749985576874,76.41202496105755,11,1,destruct,NN,NOUN,1,NN,1,NOUN,0,1.4162093659875234,0.140625,2.8300749985576874,0.3979792966721748,1,0,0,0,0,1,0,0,0,0,-1
destructive,7,1.6739731609491714e-06,19.188292172186177,3.212068610069074e-05,6,5.0,30.0,11,1,destruct,NN,NOUN,1,NN,1,NOUN,0,2.5018277752276044,0.03125,5.0,0.15625,1,0,1,1,0,1,0,0,0,0,-1
detainee,71,1.6978870632484454e-05,15.845899974739101,0.0002690454857263839,26,2.884522782580064,74.99759234708166,8,1,detaine,NN,NOUN,2,NN|NNP,1,NOUN,0,1.4436261852602346,0.13541666666666666,2.884522782580064,0.3906124601410503,1,1,0,1,0,1,0,1,0,0,-1
detention,955,0.00022837776695806554,12.096290171320671,0.0027625237378030108,150,0.35614381022527536,53.4215715337913,9,1,detent,NN,NOUN,2,NN|NNP,1,NOUN,0,0.17890780581958662,0.78125,0.35614381022527536,0.2782373517384964,0,0,0,0,0,1,0,1,0,0,-1
deteriorate,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,11,1,deterior,NN,NOUN,1,NN,1,NOUN,0,3.7950323183714603,0.005208333333333333,7.584962500721156,0.03950501302458935,0,0,0,1,0,1,0,1,0,0,-1
deterioration,4,9.56556091970955e-07,19.995647094243783,1.9126958040900216e-05,3,6.0,18.0,13,1,deterior,NN,NOUN,2,NN|NNP,1,NOUN,0,3.0020290394258224,0.015625,6.0,0.09375,1,0,1,1,0,1,0,1,0,0,-1
determinate,2,4.782780459854775e-07,20.995647094243783,1.0041757066435586e-05,1,7.584962500721156,7.584962500721156,11,1,determin,NN,NOUN,1,NN,1,NOUN,0,3.7950937182091717,0.005208333333333333,7.584962500721156,0.03950501302458935,0,1,0,0,0,0,0,0,0,1,0
determination,751,0.00017959340626754684,12.44297799672951,0.002234676802544789,135,0.5081469036703253,68.59983199549391,13,1,determin,NN,NOUN,2,NN|NNP,1,NOUN,0,0.25500929266777245,0.703125,0.5081469036703253,0.3572907916431975,0,0,0,0,0,0,1,0,0,1,1
detract,6,1.4348341379564326e-06,19.410684593522628,2.785111289589125e-05,4,5.584962500721156,22.339850002884624,7,1,detract,NN,NOUN,1,NN,1,NOUN,0,2.7944049833697537,0.020833333333333332,5.584962500721156,0.11635338543169074,1,0,0,0,0,1,0,0,0,0,-1
devastating,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,11,1,devast,VB,VERB,1,VB,1,VERB,0,3.7950269986195235,0.005208333333333333,7.584962500721156,0.03950501302458935,1,0,1,1,0,1,0,1,0,1,-1
devastation,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,11,1,devast,NN,NOUN,1,NN,1,NOUN,0,3.7950264923365076,0.005208333333333333,7.584962500721156,0.03950501302458935,1,0,0,1,0,1,0,1,1,0,-1
develop,369,8.824229948432062e-05,13.468170088183387,0.0011884622984272473,111,0.7905466343710503,87.75067641518659,7,1,develop,NN,NOUN,2,NN|NNP,1,NOUN,0,0.39632802732459266,0.578125,0.7905466343710503,0.45703477299576345,0,1,0,0,0,0,1,0,0,0,1
devout,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,6,1,devout,NN,NOUN,1,NN,1,NOUN,0,3.795046577723513,0.005208333333333333,7.584962500721156,0.03950501302458935,0,1,0,0,1,0,1,0,0,1,1
diagnosis,6,1.4348341379564326e-06,19.410684593522628,2.785111289589125e-05,6,5.0,30.0,9,1,diagnosi,NN,NOUN,1,NN,1,NOUN,0,2.5017239962691034,0.03125,5.0,0.15625,0,1,0,1,0,1,0,0,0,1,-1
diamond,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,7,1,diamond,NN,NOUN,1,NN,1,NOUN,0,3.7950454676512337,0.005208333333333333,7.584962500721156,0.03950501302458935,0,0,0,0,1,0,1,0,0,0,1
dictatorial,2,4.782780459854775e-07,20.995647094243783,1.0041757066435586e-05,1,7.584962500721156,7.584962500721156,11,1,dictatori,NN,NOUN,1,NN,1,NOUN,0,3.79506869013874,0.005208333333333333,7.584962500721156,0.03950501302458935,1,0,0,0,0,1,0,0,0,0,-1
dictatorship,23,5.500197528832992e-06,17.47208513818677,9.609991950061453e-05,16,3.584962500721156,57.3594000115385,12,1,dictatorship,NN,NOUN,2,NN|NNP,1,NOUN,0,1.7939075742824702,0.08333333333333333,3.584962500721156,0.29874687506009634,1,1,1,1,0,1,0,1,0,0,-1
die,23,5.500197528832992e-06,17.47208513818677,9.609991950061453e-05,18,3.415037499278844,61.470674987019194,3,1,die,NN,NOUN,1,NN,1,NOUN,0,1.7088832077368157,0.09375,3.415037499278844,0.3201597655573916,0,0,0,1,0,1,0,1,0,0,-1
difficulties,27,6.456753620803947e-06,17.240759592080313,0.00011131933692157495,17,3.497499659470817,59.45749421100389,12,1,difficulti,NN,NOUN,1,NN,1,NOUN,0,1.750104899327999,0.08854166666666667,3.4974996594708165,0.3096744490156452,0,0,0,0,0,1,0,1,0,0,-1
difficulty,16,3.82622436788382e-06,17.995647094243783,6.885538342783323e-05,9,4.415037499278844,39.7353374935096,10,1,difficulti,NN,NOUN,1,NN,1,NOUN,0,2.2090711773380654,0.046875,4.415037499278844,0.2069548827786958,1,0,0,1,0,1,0,1,0,0,-1
dignity,650,0.0001554403649452802,12.651351186327966,0.0019665306454537228,157,0.2903417518295291,45.58365503723607,7,1,digniti,NN,NOUN,2,NN|NNP,1,NOUN,0,0.145755300321983,0.8177083333333334,0.2903417518295291,0.23741486998560454,0,0,0,0,0,0,1,0,0,1,1
dilapidated,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,11,1,dilapid,VB,VERB,1,VB,1,VERB,0,3.795018701659025,0.005208333333333333,7.584962500721156,0.03950501302458935,0,0,1,0,0,1,0,1,0,0,-1
diligence,12,2.8696682759128652e-06,18.410684593522628,5.283255751586963e-05,6,5.0,30.0,9,1,dilig,NN,NOUN,1,NN,1,NOUN,0,2.5017741483741127,0.03125,5.0,0.15625,0,0,0,0,0,0,1,0,0,1,1
diminish,30,7.1741706897821635e-06,17.088756498635263,0.00012259765599733358,22,3.1255308820838588,68.76167940584489,8,1,diminish,NN,NOUN,1,NN,1,NOUN,0,1.5640781224357683,0.11458333333333333,3.125530882083859,0.3581337469054422,0,0,0,0,0,1,0,1,0,0,-1
diplomacy,5,1.1956951149636938e-06,19.67371899935642,2.3523769700698883e-05,5,5.2630344058337934,26.315172029168966,9,1,diplomaci,NN,NOUN,1,NN,1,NOUN,0,2.633350620509319,0.026041666666666668,5.2630344058337934,0.1370581876519217,0,1,0,0,0,0,1,0,0,1,1
diplomatic,308,7.365481908176354e-05,13.72886055354888,0.0010111967402704027,106,0.857042046157957,90.84645689274345,10,1,diplomat,NN,NOUN,2,NN|NNP,1,NOUN,0,0.42954344924769033,0.5520833333333334,0.8570420461579569,0.4731586296497054,0,0,0,0,0,0,1,0,0,1,1
dire,3,7.174170689782163e-07,20.410684593522628,1.464297351692384e-05,3,6.0,18.0,4,1,dire,NN,NOUN,1,NN,1,NOUN,0,3.002035205253028,0.015625,6.0,0.09375,0,0,1,1,0,1,0,1,1,0,-1
director,944,0.0002257472377051454,12.113004044881942,0.0027344772034433515,67,1.5188733102633836,101.7645117876467,8,1,director,NNP,NOUN,2,NN|NNP,1,NOUN,0,0.762411267956488,0.3489583333333333,1.5188733102633838,0.5300234988939933,0,0,0,0,0,0,1,0,0,1,1
disability,266,6.361098011606851e-05,13.940364658742594,0.0008867602591180194,121,0.6660992634465617,80.59801087703396,10,1,disabl,NN,NOUN,2,NN|NNP,1,NOUN,0,0.33370756781324457,0.6302083333333334,0.6660992634465616,0.4197813066512185,0,0,0,0,0,1,0,1,0,0,-1
disabled,172,4.113191195475107e-05,14.569382339541685,0.0005992665516251337,68,1.4974996594708168,101.82997684401553,8,1,disabl,VB,VERB,2,NNP|VB,2,NOUN|VERB,0,0.7498560417762633,0.3541666666666667,1.4974996594708165,0.5303644627292475,0,0,0,1,0,1,0,1,0,0,-1
disagree,12,2.8696682759128652e-06,18.410684593522628,5.283255751586963e-05,10,4.2630344058337934,42.63034405833793,8,1,disagre,NN,NOUN,1,NN,1,NOUN,0,2.133117563830696,0.052083333333333336,4.2630344058337934,0.22203304197051008,1,0,0,0,0,1,0,0,0,0,-1
disagreeing,2,4.782780459854775e-07,20.995647094243783,1.0041757066435586e-05,1,7.584962500721156,7.584962500721156,11,1,disagre,VB,VERB,1,VB,1,VERB,0,3.795021678510213,0.005208333333333333,7.584962500721156,0.03950501302458935,1,0,0,0,0,1,0,1,0,0,-1
disagreement,60,1.4348341379564327e-05,16.088756498635263,0.00023084697061510282,34,2.497499659470817,84.91498842200778,12,1,disagr,NN,NOUN,2,NN|NNP,1,NOUN,0,1.2499774825735857,0.17708333333333334,2.4974996594708165,0.44226556469795714,1,0,0,0,0,1,0,1,0,0,-1
disallowed,13,3.1088072989056042e-06,18.29520737610269,5.6876274225819694e-05,5,5.2630344058337934,26.315172029168966,10,1,disallow,VB,VERB,1,VB,1,VERB,0,2.633361963071892,0.026041666666666668,5.2630344058337934,0.1370581876519217,1,0,1,1,0,1,0,1,0,0,-1
disapproval,27,6.456753620803947e-06,17.240759592080313,0.00011131933692157495,15,3.678071905112638,55.17107857668957,11,1,disapprov,NN,NOUN,2,NN|NNP,1,NOUN,0,1.840493588831854,0.078125,3.678071905112638,0.2873493675869248,0,0,0,0,0,1,0,1,0,0,-1
disapprove,44,1.0522117011680507e-05,16.536215475606486,0.00017399599416469347,14,3.777607578663552,52.886506101289726,10,1,disapprov,NN,NOUN,1,NN,1,NOUN,0,1.890403686194792,0.07291666666666667,3.777607578663552,0.275450552610884,1,0,1,1,0,1,0,1,0,0,-1
disapproved,8,1.91311218394191e-06,18.995647094243783,3.634080389785852e-05,7,4.777607578663552,33.44325305064487,11,1,disapprov,VB,VERB,1,VB,1,VERB,0,2.3904709937269923,0.036458333333333336,4.777607578663552,0.17418360963877536,1,0,0,0,0,1,0,1,0,0,-1
disapproving,19,4.543641436862037e-06,17.747719580800197,8.063927409713152e-05,6,5.0,30.0,12,1,disapprov,VB,VERB,1,VB,1,VERB,0,2.5017707989134395,0.03125,5.0,0.15625,1,0,1,0,0,1,0,1,0,0,-1
disaster,98,2.34356242532884e-05,15.380937250128575,0.00036046186605742024,52,1.8845227825800641,97.99518469416333,8,1,disast,NN,NOUN,2,NN|NNP,1,NOUN,0,0.9433317895867623,0.2708333333333333,1.8845227825800641,0.5103915869487673,1,0,1,1,0,1,0,1,1,0,-1
disastrous,3,7.174170689782163e-07,20.410684593522628,1.464297351692384e-05,1,7.584962500721156,7.584962500721156,10,1,disastr,NN,NOUN,1,NN,1,NOUN,0,3.7950302951821135,0.005208333333333333,7.584962500721156,0.03950501302458935,1,0,0,1,0,1,0,1,0,0,-1
discipline,312,7.46113751737345e-05,13.710244875381534,0.0010229402241208625,107,0.8434955143200092,90.25402003224099,10,1,disciplin,NN,NOUN,2,NN|NNP,1,NOUN,0,0.42260686371549605,0.5572916666666666,0.8434955143200094,0.4700730210012552,0,0,0,1,0,1,0,0,0,0,-1
discord,8,1.91311218394191e-06,18.995647094243783,3.634080389785852e-05,7,4.777607578663552,33.44325305064487,7,1,discord,NN,NOUN,1,NN,1,NOUN,0,2.3905650992599665,0.036458333333333336,4.777607578663552,0.17418360963877536,1,0,1,0,0,1,0,0,0,0,-1
discourage,9,2.152251206934649e-06,18.82572209280147,4.0517683095648255e-05,8,4.584962500721156,36.67970000576925,10,1,discourag,NN,NOUN,1,NN,1,NOUN,0,2.294063167119453,0.041666666666666664,4.584962500721156,0.19104010419671483,0,0,0,1,0,1,0,1,0,0,-1
discretion,283,6.767634350694508e-05,13.8509888514119,0.0009373842794190184,59,1.702319451359315,100.43684763019958,10,1,discret,NN,NOUN,2,NN|NNP,1,NOUN,0,0.8525313551483431,0.3072916666666667,1.7023194513593147,0.5231085814072894,0,1,0,0,0,0,1,0,0,1,1
discriminate,36,8.609004827738597e-06,16.82572209280147,0.0001448527227271158,27,2.8300749985576874,76.41202496105755,12,1,discrimin,NN,NOUN,2,NN|NNP,1,NOUN,0,1.4161795741712166,0.140625,2.8300749985576874,0.3979792966721748,1,0,0,0,0,1,0,1,0,0,-1
discrimination,447,0.00010689514327775423,13.191516073060464,0.001410109000680596,148,0.37550913509220646,55.57535199364656,14,1,discrimin,NN,NOUN,2,NN|NNP,1,NOUN,0,0.1882828228203345,0.7708333333333334,0.37550913509220624,0.2894549583002423,1,0,1,1,0,1,0,1,0,0,-1
disease,80,1.91311218394191e-05,15.67371899935642,0.0002998558278535057,54,1.8300749985576876,98.82404992211514,7,1,diseas,NN,NOUN,1,NN,1,NOUN,0,0.9159923054503388,0.28125,1.8300749985576876,0.5147085933443496,1,0,1,1,0,1,0,1,0,0,-1
dishonest,8,1.91311218394191e-06,18.995647094243783,3.634080389785852e-05,6,5.0,30.0,9,1,dishonest,NN,NOUN,1,NN,1,NOUN,0,2.5017297689169684,0.03125,5.0,0.15625,1,0,1,0,0,1,0,1,0,0,-1
dishonesty,43,1.0282977988687768e-05,16.569382339541683,0.00017038259388365895,17,3.497499659470817,59.45749421100389,10,1,dishonesti,NN,NOUN,1,NN,1,NOUN,0,1.7501456216964062,0.08854166666666667,3.4974996594708165,0.3096744490156452,0,0,1,0,0,1,0,0,0,0,-1
dishonor,2,4.782780459854775e-07,20.995647094243783,1.0041757066435586e-05,2,6.584962500721156,13.169925001442312,8,1,dishonor,NN,NOUN,2,NN|NNP,1,NOUN,0,3.294691343016306,0.010416666666666666,6.584962500721156,0.06859335938251204,1,0,1,1,0,1,0,1,0,0,-1
disinformation,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,14,1,disinform,NN,NOUN,1,NN,1,NOUN,0,3.795027669967648,0.005208333333333333,7.584962500721156,0.03950501302458935,1,0,0,1,0,1,0,0,0,0,-1
disintegrate,2,4.782780459854775e-07,20.995647094243783,1.0041757066435586e-05,1,7.584962500721156,7.584962500721156,12,1,disintegr,NN,NOUN,1,NN,1,NOUN,0,3.79502192637903,0.005208333333333333,7.584962500721156,0.03950501302458935,0,0,1,1,0,1,0,0,0,0,-1
dislike,2,4.782780459854775e-07,20.995647094243783,1.0041757066435586e-05,2,6.584962500721156,13.169925001442312,7,1,dislik,NN,NOUN,1,NN,1,NOUN,0,3.2947157244693694,0.010416666666666666,6.584962500721156,0.06859335938251204,1,0,1,0,0,1,0,0,0,0,-1
dismemberment,2,4.782780459854775e-07,20.995647094243783,1.0041757066435586e-05,2,6.584962500721156,13.169925001442312,13,1,dismember,NN,NOUN,1,NN,1,NOUN,0,3.2946950697062616,0.010416666666666666,6.584962500721156,0.06859335938251204,0,0,1,1,0,1,0,1,0,0,-1
dismissal,323,7.724190442665462e-05,13.660256739549858,0.0010551442455198749,100,0.9411063109464314,94.11063109464314,9,1,dismiss,NN,NOUN,2,NN|NNP,1,NOUN,0,0.4716580593419144,0.5208333333333334,0.9411063109464314,0.4901595369512664,1,0,1,1,0,1,0,1,1,0,-1
disobedience,9,2.152251206934649e-06,18.82572209280147,4.0517683095648255e-05,8,4.584962500721156,36.67970000576925,12,1,disobedi,NN,NOUN,1,NN,1,NOUN,0,2.2941342009358414,0.041666666666666664,4.584962500721156,0.19104010419671483,1,0,1,0,0,1,0,0,0,0,-1
disobey,5,1.1956951149636938e-06,19.67371899935642,2.3523769700698883e-05,5,5.2630344058337934,26.315172029168966,7,1,disobei,NN,NOUN,1,NN,1,NOUN,0,2.633345736636309,0.026041666666666668,5.2630344058337934,0.1370581876519217,1,0,1,0,0,1,0,0,0,0,-1
disorder,22,5.261058505840253e-06,17.536215475606486,9.225905558818699e-05,17,3.497499659470817,59.45749421100389,8,1,disord,NN,NOUN,1,NN,1,NOUN,0,1.7501685629237984,0.08854166666666667,3.4974996594708165,0.3096744490156452,0,0,0,1,0,1,0,0,0,0,-1
disparage,2,4.782780459854775e-07,20.995647094243783,1.0041757066435586e-05,2,6.584962500721156,13.169925001442312,9,1,disparag,NN,NOUN,1,NN,1,NOUN,0,3.294738463368603,0.010416666666666666,6.584962500721156,0.06859335938251204,1,0,1,0,0,1,0,1,0,0,-1
disparity,6,1.4348341379564326e-06,19.410684593522628,2.785111289589125e-05,6,5.0,30.0,9,1,dispar,NN,NOUN,1,NN,1,NOUN,0,2.5017367754590674,0.03125,5.0,0.15625,1,0,1,0,0,1,0,1,0,0,-1
displaced,31,7.4133097127749025e-06,17.041450783856906,0.0001263335526157419,17,3.497499659470817,59.45749421100389,9,1,displac,VB,VERB,2,NNP|VB,2,NOUN|VERB,0,1.7502352199686582,0.08854166666666667,3.4974996594708165,0.3096744490156452,1,0,0,1,0,0,0,1,0,0,0
disposed,55,1.3152646264600634e-05,16.214287380719124,0.00021326078635117658,39,2.299560281858908,89.68285099249741,8,1,dispos,VB,VERB,1,VB,1,VERB,0,1.150883896927898,0.203125,2.299560281858908,0.46709818225259064,0,1,0,0,0,0,1,0,0,1,1
dispossessed,8,1.91311218394191e-06,18.995647094243783,3.634080389785852e-05,7,4.777607578663552,33.44325305064487,12,1,dispossess,VB,VERB,1,VB,1,VERB,0,2.3905005252378833,0.036458333333333336,4.777607578663552,0.17418360963877536,1,0,0,1,0,1,0,1,0,0,-1
dispute,207,4.950177775949693e-05,14.302160136744456,0.0007079823525698603,84,1.1926450779423958,100.18218654716125,7,1,disput,NN,NOUN,2,NN|NNP,1,NOUN,0,0.5972582816391515,0.4375,1.1926450779423958,0.5217822215997981,1,0,0,0,0,1,0,0,0,0,-1
disqualified,463,0.00011072136764563805,13.140778710983547,0.001454964990808783,66,1.5405683813627027,101.67751316993838,12,1,disqualifi,VB,VERB,1,VB,1,VERB,0,0.7719830071069432,0.34375,1.5405683813627027,0.529570381093429,1,0,1,0,0,1,0,1,0,0,-1
disqualify,43,1.0282977988687768e-05,16.569382339541683,0.00017038259388365895,20,3.263034405833794,65.26068811667588,10,1,disqualifi,NN,NOUN,1,NN,1,NOUN,0,1.6328369605113393,0.10416666666666667,3.263034405833794,0.3398994172743535,0,0,0,0,0,1,0,1,0,0,-1
disregarded,14,3.3479463218983428e-06,18.188292172186177,6.089342587948313e-05,10,4.2630344058337934,42.63034405833793,11,1,disregard,VB,VERB,1,VB,1,VERB,0,2.1330278723463656,0.052083333333333336,4.2630344058337934,0.22203304197051008,0,0,1,0,0,1,0,0,0,0,-1
disrespect,7,1.6739731609491714e-06,19.188292172186177,3.212068610069074e-05,7,4.777607578663552,33.44325305064487,10,1,disrespect,NN,NOUN,1,NN,1,NOUN,0,2.390453725602003,0.036458333333333336,4.777607578663552,0.17418360963877536,1,0,0,0,0,1,0,0,0,0,-1
disruption,15,3.5870853448910818e-06,18.088756498635263,6.488591334355788e-05,12,4.0,48.0,10,1,disrupt,NN,NOUN,1,NN,1,NOUN,0,2.0014579396676075,0.0625,4.0,0.25,1,0,0,1,0,1,0,0,1,0,-1
dissension,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,10,1,dissens,NN,NOUN,1,NN,1,NOUN,0,3.7950687141287083,0.005208333333333333,7.584962500721156,0.03950501302458935,1,0,0,0,0,1,0,0,0,0,-1
dissident,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,9,1,dissid,NN,NOUN,1,NN,1,NOUN,0,3.7950175347793276,0.005208333333333333,7.584962500721156,0.03950501302458935,1,0,0,1,0,1,0,0,0,0,-1
